time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-03-21T21:29:30.580Z,3.117600,97.911400,87.350000,4.700000,mb,,49.000000,1.832000,1.230000,us,us20005bje,2016-03-22T05:32:03.949Z,"64km W of Kabanjahe, Indonesia",earthquake,6.800000,5.700000,0.063000,76.000000,reviewed,us,us

2016-03-21T20:55:50.000Z,67.062900,-156.314400,22.900000,2.500000,ml,,,,0.990000,ak,ak13034792,2016-03-22T04:58:25.783Z,"30km NE of Kobuk, Alaska",earthquake,5.600000,4.700000,,,reviewed,ak,ak

2016-03-21T19:28:46.070Z,20.135833,-155.846000,23.434000,2.880000,ml,11.000000,274.000000,0.065330,0.120000,hv,hv61208741,2016-03-21T21:39:53.040Z,"11km SSW of Kapaau, Hawaii",earthquake,1.060000,1.290000,0.131000,5.000000,reviewed,hv,hv

2016-03-21T18:36:06.130Z,-6.054900,101.854700,10.000000,4.700000,mb,,207.000000,2.008000,0.810000,us,us20005bhx,2016-03-22T02:39:09.363Z,"239km WSW of Kuripan, Indonesia",earthquake,6.800000,1.800000,0.093000,35.000000,reviewed,us,us

2016-03-21T18:06:04.000Z,61.242300,-150.658600,33.900000,2.700000,ml,,,,0.560000,ak,ak13034053,2016-03-21T21:14:38.212Z,"40km W of Anchorage, Alaska",earthquake,0.300000,0.500000,,,automatic,ak,ak

2016-03-21T17:12:23.790Z,35.486500,99.420200,14.890000,4.200000,mb,,155.000000,11.837000,0.930000,us,us20005bgz,2016-03-22T01:14:55.780Z,"53km W of Sangdang, China",earthquake,14.000000,7.000000,0.128000,17.000000,reviewed,us,us

2016-03-21T16:23:41.200Z,19.098800,-66.785000,30.000000,2.700000,Md,13.000000,252.000000,0.663855,0.400000,pr,pr16081002,2016-03-22T00:26:10.664Z,"67km N of Hatillo, Puerto Rico",earthquake,1.700000,11.800000,0.000000,10.000000,reviewed,pr,pr

2016-03-21T16:04:53.000Z,60.230700,-149.445400,24.500000,2.600000,ml,,,,0.710000,ak,ak13033329,2016-03-22T00:07:23.873Z,"7km NNW of Bear Creek, Alaska",earthquake,0.500000,0.300000,,,automatic,ak,ak

2016-03-21T15:51:17.580Z,-30.549200,-72.064400,6.520000,4.500000,mb,,190.000000,0.390000,0.890000,us,us20005bg9,2016-03-21T23:53:44.680Z,"83km W of Ovalle, Chile",earthquake,5.100000,5.900000,0.270000,4.000000,reviewed,us,us

2016-03-21T15:43:43.000Z,51.379400,-174.256600,4.800000,3.900000,ml,,,,0.500000,ak,ak13033324,2016-03-21T23:46:25.508Z,"90km S of Atka, Alaska",earthquake,5.300000,1.800000,,,reviewed,ak,ak

2016-03-21T15:32:32.000Z,51.486700,-174.387600,2.300000,3.600000,ml,,,,0.690000,ak,ak13033320,2016-03-21T23:35:07.996Z,"79km S of Atka, Alaska",earthquake,2.800000,0.800000,,,reviewed,ak,ak

2016-03-21T15:23:33.130Z,22.395500,143.551300,117.680000,4.500000,mb,,112.000000,4.841000,0.710000,us,us20005bgd,2016-03-21T23:26:14.822Z,"248km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.500000,7.300000,0.054000,102.000000,reviewed,us,us

2016-03-21T15:03:19.160Z,19.391667,-155.276167,2.743000,2.640000,ml,47.000000,42.000000,0.004385,0.100000,hv,hv61208616,2016-03-21T23:05:51.607Z,"5km SW of Volcano, Hawaii",earthquake,0.160000,0.120000,0.184000,22.000000,reviewed,hv,hv

2016-03-21T14:50:45.680Z,36.440600,-98.777800,5.000000,2.600000,mb_lg,,109.000000,0.026000,0.500000,us,us20005bfs,2016-03-22T03:59:55.700Z,"32km NW of Fairview, Oklahoma",earthquake,1.600000,1.600000,0.228000,5.000000,reviewed,us,us

2016-03-21T14:48:51.330Z,27.773400,66.102600,10.000000,5.300000,mb,,38.000000,7.200000,0.520000,us,us20005bft,2016-03-22T03:46:17.040Z,"53km W of Khuzdar, Pakistan",earthquake,7.700000,1.800000,0.039000,223.000000,reviewed,us,us

2016-03-21T14:21:08.000Z,19.387000,-155.243333,2.701000,2.860000,ml,37.000000,51.000000,0.007674,0.080000,hv,hv61208591,2016-03-21T22:23:49.214Z,"4km S of Volcano, Hawaii",earthquake,0.200000,0.170000,0.171000,18.000000,reviewed,hv,hv

2016-03-21T14:14:57.000Z,53.860000,-160.956800,35.100000,3.100000,ml,,,,1.040000,ak,ak13031908,2016-03-21T22:17:32.932Z,"137km SW of Chernabura Island, Alaska",earthquake,3.800000,2.200000,,,reviewed,ak,ak

2016-03-21T14:14:44.000Z,60.972000,-151.177000,62.200000,2.600000,ml,,,,0.570000,ak,ak13031904,2016-03-21T15:43:41.302Z,"31km N of Nikiski, Alaska",earthquake,0.300000,0.800000,,,automatic,ak,ak

2016-03-21T14:06:04.910Z,35.725300,99.265800,14.500000,4.900000,mb,,45.000000,9.111000,0.780000,us,us20005bfp,2016-03-21T22:08:42.723Z,"68km WSW of Heka, China",earthquake,8.800000,4.400000,0.073000,58.000000,reviewed,us,us

2016-03-21T13:18:23.510Z,43.262600,-71.780900,6.790000,2.900000,mb_lg,,103.000000,0.227000,0.570000,us,us20005bfm,2016-03-21T17:39:24.504Z,"7km NW of Contoocook, New Hampshire",earthquake,1.400000,7.500000,0.095000,29.000000,reviewed,us,us

2016-03-21T13:18:09.767Z,38.474100,-118.363000,4.500000,3.400000,ml,25.000000,45.080000,0.044000,0.158200,nn,nn00536452,2016-03-23T21:41:32.052Z,"23km ESE of Hawthorne, Nevada",earthquake,0.820000,2.400000,0.400000,10.000000,reviewed,nn,nn

2016-03-21T11:11:03.000Z,51.400300,-174.419200,1.400000,3.300000,ml,,,,0.540000,ak,ak13031194,2016-03-21T19:13:48.070Z,"89km S of Atka, Alaska",earthquake,4.500000,1.200000,,,reviewed,ak,ak

2016-03-21T10:46:49.914Z,38.479000,-118.374600,5.800000,3.300000,ml,30.000000,45.540000,0.053000,0.180800,nn,nn00536423,2016-03-23T21:03:10.544Z,"22km ESE of Hawthorne, Nevada",earthquake,0.860000,1.800000,0.270000,16.000000,reviewed,nn,nn

2016-03-21T09:48:18.000Z,57.755200,-154.095000,5.500000,2.700000,ml,,,,0.470000,ak,ak13030494,2016-03-21T17:50:58.900Z,"24km NNW of Larsen Bay, Alaska",earthquake,3.100000,3.200000,,,automatic,ak,ak

2016-03-21T08:31:17.060Z,-5.413900,-77.731800,48.420000,4.600000,mb,,148.000000,5.498000,0.870000,us,us20005bep,2016-03-21T16:33:48.549Z,"80km ENE of La Peca, Peru",earthquake,8.700000,8.500000,0.056000,96.000000,reviewed,us,us

2016-03-21T07:37:10.535Z,38.479200,-118.366200,9.900000,4.300000,ml,61.000000,29.500000,0.050000,0.235200,nn,nn00536374,2016-03-22T03:11:47.798Z,"23km ESE of Hawthorne, Nevada",earthquake,0.740000,0.700000,0.380000,39.000000,reviewed,nn,nn

2016-03-21T06:33:01.360Z,38.199833,-121.800333,23.540000,2.580000,md,42.000000,111.000000,0.045010,0.150000,nc,nc72610155,2016-03-22T21:09:06.119Z,"10km WNW of Rio Vista, California",earthquake,0.250000,0.320000,0.241000,52.000000,reviewed,nc,nc

2016-03-21T06:28:56.000Z,59.679600,-153.297500,102.600000,2.600000,ml,,,,0.570000,ak,ak13028370,2016-03-21T14:31:22.763Z,"83km W of Anchor Point, Alaska",earthquake,2.100000,1.200000,,,automatic,ak,ak

2016-03-21T04:51:17.560Z,36.523200,-98.960500,2.900000,2.600000,mb_lg,,70.000000,0.113000,0.400000,us,us20005bdv,2016-03-21T12:53:54.963Z,"23km ENE of Mooreland, Oklahoma",earthquake,2.000000,4.500000,0.100000,26.000000,reviewed,us,us

2016-03-21T04:36:27.100Z,19.680700,-64.221800,50.000000,3.600000,Md,6.000000,327.600000,1.492102,0.270000,pr,pr16081001,2016-03-21T12:39:05.858Z,"145km NNE of Road Town, British Virgin Islands",earthquake,4.700000,17.200000,0.000000,4.000000,reviewed,pr,pr

2016-03-21T03:29:33.840Z,40.232800,98.184000,15.240000,4.800000,mb,,64.000000,9.623000,0.970000,us,us20005bdh,2016-03-21T11:32:15.919Z,"47km NNW of Jiayuguan, China",earthquake,9.100000,4.400000,0.068000,66.000000,reviewed,us,us

2016-03-21T02:51:26.700Z,19.145200,-63.543500,58.000000,3.300000,Md,6.000000,327.600000,1.550492,0.170000,pr,pr16081000,2016-03-21T10:54:12.213Z,"114km NNW of The Valley, Anguilla",earthquake,2.400000,10.000000,0.000000,4.000000,reviewed,pr,pr

2016-03-21T02:25:09.850Z,-6.578000,105.355800,78.150000,4.600000,mb,,100.000000,3.249000,1.390000,us,us20005bd6,2016-03-21T03:14:47.385Z,"32km WNW of Babakantonggoh, Indonesia",earthquake,7.600000,7.400000,0.067000,67.000000,reviewed,us,us

2016-03-21T01:43:03.800Z,-17.901300,-178.483000,590.720000,4.400000,mb,,171.000000,7.573000,0.750000,us,us20005bd1,2016-03-21T09:45:45.284Z,"280km SE of Lambasa, Fiji",earthquake,15.400000,13.800000,0.123000,19.000000,reviewed,us,us

2016-03-21T00:34:52.010Z,1.239800,122.595500,55.820000,4.700000,mb,,57.000000,1.817000,1.110000,us,us20005bcv,2016-03-21T08:37:36.448Z,"65km N of Sidomulyo, Indonesia",earthquake,6.100000,4.700000,0.076000,52.000000,reviewed,us,us

2016-03-21T00:25:57.120Z,37.594100,-97.838300,7.730000,2.800000,mb_lg,,37.000000,0.322000,0.440000,us,us20005bcu,2016-03-21T11:14:33.162Z,"6km SW of Cheney, Kansas",earthquake,3.200000,7.600000,0.077000,44.000000,reviewed,us,us

2016-03-20T23:23:09.790Z,-31.453400,-71.795500,24.130000,4.700000,mb,,143.000000,0.724000,0.830000,us,us20005bbr,2016-03-21T07:25:46.226Z,"62km WNW of Illapel, Chile",earthquake,4.400000,5.800000,0.108000,26.000000,reviewed,us,us

2016-03-20T22:50:20.720Z,54.332500,162.798800,31.310000,6.400000,mwc,,20.000000,2.794000,0.710000,us,us20005bbh,2016-03-21T03:56:29.000Z,"211km S of Ust'-Kamchatsk Staryy, Russia",earthquake,7.200000,3.400000,0.033000,89.000000,reviewed,us,us

2016-03-20T22:12:09.640Z,35.530833,-116.420500,3.750000,2.550000,ml,16.000000,87.000000,0.388900,0.150000,ci,ci37537888,2016-03-21T18:32:20.040Z,"38km NE of Fort Irwin, California",earthquake,0.310000,1.670000,0.167000,99.000000,reviewed,ci,ci

2016-03-20T21:57:59.090Z,37.099833,-117.877000,3.550000,2.790000,ml,27.000000,75.000000,0.227400,0.220000,ci,ci37537872,2016-03-21T19:33:51.338Z,"37km E of Big Pine, California",earthquake,0.280000,31.610000,0.210000,51.000000,reviewed,ci,ci

2016-03-20T21:06:42.000Z,63.120000,-150.819700,133.700000,2.600000,ml,,,,0.360000,ak,ak13022189,2016-03-21T05:09:24.176Z,"95km NNW of Talkeetna, Alaska",earthquake,0.400000,0.700000,,,automatic,ak,ak

2016-03-20T20:54:00.880Z,36.287200,-97.524500,5.000000,3.000000,mb_lg,,53.000000,0.207000,0.270000,us,us20005bad,2016-03-20T21:38:33.077Z,"21km W of Perry, Oklahoma",earthquake,1.600000,2.000000,0.065000,62.000000,reviewed,us,us

2016-03-20T19:30:56.260Z,38.838333,-122.764833,0.840000,3.050000,ml,42.000000,78.000000,0.003911,0.060000,nc,nc72609930,2016-03-22T04:05:06.001Z,"4km WNW of Cobb, California",earthquake,0.140000,0.110000,0.198000,45.000000,reviewed,nc,nc

2016-03-20T19:30:53.180Z,38.839167,-122.763833,0.770000,2.890000,md,58.000000,47.000000,0.003710,0.080000,nc,nc72609920,2016-03-22T02:04:05.354Z,"4km WNW of Cobb, California",earthquake,0.110000,0.200000,0.070000,2.000000,reviewed,nc,nc

2016-03-20T18:26:46.880Z,10.115900,126.198200,64.080000,4.400000,mb,,144.000000,3.088000,0.690000,us,us20005b9l,2016-03-21T02:29:31.567Z,"17km NE of San Isidro, Philippines",earthquake,10.000000,9.700000,0.124000,19.000000,reviewed,us,us

2016-03-20T18:22:55.380Z,36.651200,71.413400,240.600000,4.300000,mb,,152.000000,0.821000,0.600000,us,us20005b9i,2016-03-21T02:25:32.618Z,"11km WSW of Ashkasham, Afghanistan",earthquake,9.700000,7.400000,0.111000,23.000000,reviewed,us,us

2016-03-20T18:15:40.560Z,-21.582300,169.393300,10.000000,4.700000,mb,,96.000000,1.272000,0.550000,us,us20005b9d,2016-03-21T02:18:17.476Z,"156km E of Tadine, New Caledonia",earthquake,7.500000,2.000000,0.153000,13.000000,reviewed,us,us

2016-03-20T18:15:07.610Z,43.986400,-128.713300,10.000000,3.400000,ml,,236.000000,3.381000,0.680000,us,us20005b9f,2016-03-20T23:25:19.545Z,"Off the coast of Oregon",earthquake,4.700000,2.000000,0.053000,46.000000,reviewed,us,us

2016-03-20T17:23:04.230Z,36.127000,-89.728333,9.070000,2.610000,md,59.000000,25.000000,0.022440,0.110000,nm,nm60133096,2016-03-21T12:51:29.927Z,"9km SW of Caruthersville, Missouri",earthquake,0.130000,0.340000,0.164000,26.000000,reviewed,nm,nm

2016-03-20T17:02:29.660Z,51.257600,-174.155000,10.000000,4.100000,mb,,229.000000,1.452000,0.910000,us,us20005b96,2016-03-21T01:05:26.330Z,"104km S of Atka, Alaska",earthquake,7.800000,2.000000,0.084000,39.000000,reviewed,us,us

2016-03-20T16:54:13.120Z,29.958200,93.172700,10.000000,4.700000,mb,,61.000000,1.795000,0.670000,us,us20005b94,2016-03-21T00:56:44.727Z,"13km WNW of Xarlung, China",earthquake,8.000000,1.800000,0.050000,121.000000,reviewed,us,us

2016-03-20T16:43:59.650Z,19.846500,-155.699167,32.356000,4.590000,ml,27.000000,112.000000,0.040570,0.100000,hv,hv61207881,2016-03-23T21:47:49.537Z,"13km SE of Waikoloa, Hawaii",earthquake,0.550000,0.790000,0.182000,17.000000,reviewed,hv,hv

2016-03-20T15:18:46.040Z,54.029600,158.530000,167.680000,4.400000,mb,,84.000000,1.010000,0.700000,us,us20005b8r,2016-03-20T23:21:15.188Z,"94km N of Yelizovo, Russia",earthquake,10.700000,6.800000,0.041000,167.000000,reviewed,us,us

2016-03-20T13:08:33.000Z,59.802500,-153.090600,95.300000,3.000000,ml,,,,0.600000,ak,ak13016939,2016-03-20T21:11:56.949Z,"70km W of Anchor Point, Alaska",earthquake,0.500000,0.500000,,,automatic,ak,ak

2016-03-20T10:19:12.920Z,49.606600,-28.557800,15.430000,4.400000,mb,,137.000000,16.423000,0.870000,us,us20005b83,2016-03-20T18:21:44.908Z,"Northern Mid-Atlantic Ridge",earthquake,13.100000,5.300000,0.095000,32.000000,reviewed,us,us

2016-03-20T08:34:02.040Z,-23.318700,-66.646900,197.350000,4.900000,mb,,43.000000,2.202000,1.110000,us,us20005b7p,2016-03-20T16:36:31.620Z,"98km W of El Aguilar, Argentina",earthquake,7.500000,6.100000,0.028000,412.000000,reviewed,us,us

2016-03-20T08:29:56.030Z,36.471300,-98.526800,5.000000,3.000000,mb_lg,,58.000000,0.006000,0.200000,us,us20005b7m,2016-03-20T23:04:03.341Z,"22km N of Fairview, Oklahoma",earthquake,0.800000,1.800000,0.061000,70.000000,reviewed,us,us

2016-03-20T07:46:23.610Z,31.039400,141.488600,74.830000,4.600000,mb,,132.000000,2.511000,0.860000,us,us20005b7g,2016-03-20T15:48:54.498Z,"277km SE of Hachijo-jima, Japan",earthquake,3.900000,9.400000,0.117000,22.000000,reviewed,us,us

2016-03-20T07:14:54.730Z,36.194400,-96.787200,5.000000,3.000000,mb_lg,,70.000000,0.068000,0.460000,us,us20005b7c,2016-03-20T15:17:36.819Z,"11km NW of Yale, Oklahoma",earthquake,1.400000,2.000000,0.065000,62.000000,reviewed,us,us

2016-03-20T07:01:40.240Z,35.991700,139.400300,92.840000,4.200000,mb,,104.000000,0.683000,0.800000,us,us20005b7b,2016-03-21T10:23:21.253Z,"3km NNE of Sakado, Japan",earthquake,5.200000,2.500000,0.147000,13.000000,reviewed,us,us

2016-03-20T06:06:23.700Z,18.541500,-68.981500,114.000000,4.600000,Md,22.000000,194.400000,0.450954,0.620000,pr,pr16080002,2016-03-23T05:23:41.689Z,"5km S of Guaymate, Dominican Republic",earthquake,4.900000,2.500000,0.000000,16.000000,reviewed,pr,pr

2016-03-20T05:54:40.700Z,18.424000,145.624100,150.740000,4.500000,mb,,102.000000,3.169000,0.600000,us,us20005b6v,2016-03-20T13:57:23.527Z,"38km S of Agrihan, Northern Mariana Islands",earthquake,6.800000,7.900000,0.063000,74.000000,reviewed,us,us

2016-03-20T04:02:33.970Z,51.456500,-174.106300,10.000000,4.200000,mb,,198.000000,1.371000,0.760000,us,us20005b6a,2016-03-20T23:15:42.552Z,"82km S of Atka, Alaska",earthquake,5.100000,2.000000,0.085000,38.000000,reviewed,us,us

2016-03-20T02:47:24.300Z,19.370300,-64.471800,10.000000,3.000000,Md,7.000000,309.600000,1.110318,0.370000,pr,pr16080001,2016-03-20T10:49:53.610Z,"106km N of Road Town, British Virgin Islands",earthquake,14.100000,20.100000,0.000000,6.000000,reviewed,pr,pr

2016-03-20T02:23:32.570Z,3.353400,126.521600,96.260000,4.400000,mb,,173.000000,2.699000,0.590000,us,us20005b5t,2016-03-20T10:26:09.121Z,"244km NW of Tobelo, Indonesia",earthquake,10.700000,11.000000,0.149000,13.000000,reviewed,us,us

2016-03-20T01:53:39.500Z,19.481800,-64.336300,38.000000,3.600000,Md,10.000000,306.000000,1.471440,0.270000,pr,pr16080000,2016-03-20T09:56:18.345Z,"121km NNE of Road Town, British Virgin Islands",earthquake,2.200000,20.900000,0.000000,10.000000,reviewed,pr,pr

2016-03-20T01:34:49.480Z,27.134100,126.666800,56.200000,4.300000,mb,,120.000000,4.231000,0.560000,us,us20005b5r,2016-03-20T02:40:56.046Z,"139km NW of Ishikawa, Japan",earthquake,9.900000,10.600000,0.137000,15.000000,reviewed,us,us

2016-03-20T01:24:58.590Z,51.571100,-174.308700,10.000000,4.200000,mb,,193.000000,1.206000,0.730000,us,us20005b5m,2016-03-20T23:15:41.695Z,"69km S of Atka, Alaska",earthquake,8.000000,1.900000,0.066000,64.000000,reviewed,us,us

2016-03-20T01:20:18.790Z,-7.633300,147.864800,57.960000,4.300000,mb,,79.000000,1.893000,1.010000,us,us20005b5k,2016-03-20T09:23:00.163Z,"114km S of Finschhafen, Papua New Guinea",earthquake,10.700000,10.500000,0.147000,13.000000,reviewed,us,us

2016-03-20T00:09:54.640Z,-4.378800,139.275600,10.000000,4.500000,mb,,95.000000,7.160000,0.960000,us,us20005b4s,2016-03-20T08:12:23.828Z,"219km NNW of Tanahmerah, Indonesia",earthquake,10.500000,1.900000,0.124000,19.000000,reviewed,us,us

2016-03-19T23:19:29.400Z,-38.116600,-73.979100,12.900000,4.600000,mb,,156.000000,0.815000,0.820000,us,us20005b4i,2016-03-20T07:22:07.655Z,"61km SW of Canete, Chile",earthquake,4.900000,5.100000,0.125000,19.000000,reviewed,us,us

2016-03-19T22:59:04.530Z,36.008800,-97.156500,4.520000,3.000000,mb_lg,,37.000000,0.263000,0.330000,us,us20005b4d,2016-03-20T03:38:58.451Z,"11km WNW of Perkins, Oklahoma",earthquake,1.600000,7.100000,0.061000,69.000000,reviewed,us,us

2016-03-19T22:11:56.400Z,18.319700,-68.555000,75.000000,3.700000,Md,12.000000,198.000000,0.253325,0.680000,pr,pr16079003,2016-03-20T06:14:34.079Z,"8km SE of Boca de Yuma, Dominican Republic",earthquake,10.700000,3.500000,0.000000,7.000000,reviewed,pr,pr

2016-03-19T22:03:35.850Z,-0.605800,123.320900,37.790000,4.200000,mb,,55.000000,0.699000,0.930000,us,us20005b47,2016-03-20T06:06:06.596Z,"70km ENE of Luwuk, Indonesia",earthquake,5.500000,12.900000,0.141000,14.000000,reviewed,us,us

2016-03-19T22:00:30.000Z,51.342900,-173.961500,16.600000,3.500000,ml,,,,0.510000,ak,ak13010729,2016-03-20T06:03:01.236Z,"96km S of Atka, Alaska",earthquake,3.400000,1.600000,,,reviewed,ak,ak

2016-03-19T21:55:29.380Z,65.113200,22.334300,14.140000,4.100000,mb,,108.000000,4.052000,0.940000,us,us20005b41,2016-03-21T20:59:56.662Z,"46km ESE of Pitea, Sweden",earthquake,3.800000,5.900000,0.093000,32.000000,reviewed,us,us

2016-03-19T21:34:39.700Z,37.096900,-98.025000,4.630000,2.900000,mb_lg,,57.000000,0.062000,0.190000,us,us20005b3w,2016-03-20T20:01:37.082Z,"6km S of Anthony, Kansas",earthquake,1.100000,3.000000,0.069000,55.000000,reviewed,us,us

2016-03-19T21:21:28.510Z,38.848833,-122.754833,1.270000,2.630000,md,34.000000,107.000000,0.012840,0.050000,nc,nc72609235,2016-03-23T01:56:04.845Z,"4km NW of Cobb, California",earthquake,0.190000,0.160000,0.244000,9.000000,reviewed,nc,nc

2016-03-19T21:20:32.380Z,38.848500,-122.758000,1.530000,3.240000,ml,72.000000,46.000000,0.011920,0.050000,nc,nc72609210,2016-03-24T05:06:01.781Z,"4km NW of Cobb, California",earthquake,0.090000,0.150000,0.127000,49.000000,reviewed,nc,nc

